superkingdom	phylum	class	order	family	genus	species	year	status
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	bernardetii	2013	established
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	nakagawai	2013	putative
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	legallii	2013	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus	consociatus	2013	putative
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	ramosum	2013	putative
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	fastidiosum	2013	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Hazenella	coriacea	2013	established
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	yannicii	2013	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	fragae	2013	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	heraklionense	2013	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	iranicum	2013	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	longobardum	2013	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	parakoreense	2013	putative
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	oralis	2013	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	amikacinitolerans	2013	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	ruminantium	2013	established
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	vulneris	2013	putative
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	hotanense	2013	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	argenteus	2013	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	longum	2013	putative
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	deltae	2014	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	faecihominis	2014	putative
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Canibacter	oris	2014	putative
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Eisenbergiella	tayi	2014	putative
Bacteria	Firmicutes	Clostridia	Eubacteriales	not assigned to family]	Fenollaria	massiliensis	2014	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	canicola	2014	established
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	parahaemolysans	2014	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	taiwanensis	2014	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	iterans	2014	putative
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	effluvii	2014	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	quasipneumoniae	2014	established
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	mayottensis	2014	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	paragordonae	2014	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	vulneris	2014	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	kroppenstedtii	2014	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	asaccharolyticum	2014	putative
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	parvum	2014	putative
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	hongkongensis	2014	putative
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	carlieri	2014	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	variabilis	2015	established
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	seifertii	2015	established
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinotignum	sanguinis	2015	putative
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	degenerii	2015	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	ancashensis	2015	established
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Bergeyella	cardium	2015	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	bronchialis	2015	putative
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	flabilis	2015	putative
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	sputigena	2015	putative
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	stagnalis	2015	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	pasteurii	2015	established
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	injenensis	2015	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	arizonensis	2015	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	sanguinis	2015	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	praecaptivus	2015	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	saanichensis	2015	putative
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksella	massiliensi	2015	putative
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	urinae	2016	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Alkanindiges	hongkongensis	2016	putative
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	nagyae	2016	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	mayonii	2016	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	lowii	2016	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	oculi	2016	putative
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Dermabacter	jinjuensis	2016	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	bugandensis	2016	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Haematospirillum	jordaniae	2016	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	massiliensi	2016	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Lawsonellaceae	Lawsonella	clevelandensis 	2016	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	alsense	2016	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	shinanonensis	2016	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Oblitimonas	alkaliphila	2016	established
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	residui	2016	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	colorans	2016	putative
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	namnetense	2016	putative
Bacteria	Firmicutes	Tissierellia	Eubacteriales	Sedimentibacter	Sedimentibacter	hongkongensis	2016	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	sinensi	2016	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	hongkongensis	2016	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cidicii	2016	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	gottingense	2017	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	hongkongensis	2017	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	grossiae	2017	putative
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	dumasiana	2017	established
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	altruii	2017	putative
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	monacensis	2017	established
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	cellulitidis	2017	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	injenensis	2017	putative
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	mucoviscidosis	2018	putative
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	neonatale	2018	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	fournieri	2018	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	belfantii	2018	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	grimontii	2018	established
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	indianapolisensis 	2018	putative
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	venezuelensis	2018	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	chongii	2018	putative
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	lacydonensis	2018	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	cornubiensis	2018	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	hominis	2018	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	ocularis	2018	putative
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	armoricus	2019	established
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	vaginalis	2019	putative
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	bruuniana	2019	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	huaxiensis	2019	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	quasisacchari	2019	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	basiliense	2019	putative
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	fibrosis	2019	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	brunnea	2019	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	faecis	2019	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	juntendi	2019	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	asiatica	2019	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	nosocomialis	2019	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	vulneris	2019	putative
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	infans	2020	putative
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	vietnamensis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	dentalis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	rouxii	2020	established
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	modestum	2020	putative
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	exigua	2020	putative
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	halliae	2020	putative
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	longinqua	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	quasihormaechei	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	wuhouensis	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	opportunistica	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	pasteurii	2020	established
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	vaginalis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	barduliensis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	donostiensis	2020	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	gipuzkoensis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	colli	2020	putative
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium	dentum	2020	putative
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Parapseudoflavitalea	muciniphila	2020	putative
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	nemausus	2020	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	vespertina	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	yangonensis	2020	established
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	winnipegensis	2020	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	xinyangensis	2020	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	not assigned to family	Saezia	sanguinis	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Scandinavium	goeteborgense	2020	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	borealis	2020	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	serpentiformis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	asaccharolytica 	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	conjunctivitidis	2020	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	Tsukamurella	sputi	2020	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	canariae	2020	putative
