L1	L2	L3	ID
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13641
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13643
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13652
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13653
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13654
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13655
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13770
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13771
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13772
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13794
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13821
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13928
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K14056
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K14057
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K14063
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K14348
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K14414
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K14657
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15545
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15546
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15735
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15773
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15782
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15835
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15836
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15973
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K15974
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16135
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16136
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16137
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16138
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16247
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16326
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K16516
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17398
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17472
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17473
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17640
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17736
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17737
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K17850
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18098
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18099
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18129
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18130
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18131
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18135
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18136
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18140
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18294
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18297
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18301
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18304
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18325
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18476
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18531
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18830
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18831
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18900
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18905
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18906
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18907
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18909
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18918
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18927
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18939
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18954
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18955
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18991
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K18992
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19047
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19056
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19057
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19060
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19242
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19333
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19335
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19337
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19338
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19339
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19343
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19449
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19505
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19555
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19575
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19587
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19591
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19592
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19666
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19693
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19734
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19735
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19736
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19775
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K19776
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20325
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20329
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20330
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20342
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20373
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20374
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20375
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20391
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20480
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20918
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K20968
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21089
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21405
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21453
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21454
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21555
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21556
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21557
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21558
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21559
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21560
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21561
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21562
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21563
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21564
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21600
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21602
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21645
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21685
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21686
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21696
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21698
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21699
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21701
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21703
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21711
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21742
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21743
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21744
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21745
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21746
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21747
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21755
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21756
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21757
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21825
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21826
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21828
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21829
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21885
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21886
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21900
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21901
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21902
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21903
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21905
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21906
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21907
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21959
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21960
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21961
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21962
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21963
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K21972
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22041
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22042
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22043
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22103
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22104
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22105
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22106
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22107
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22108
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22109
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22293
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22294
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22295
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22296
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22298
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22299
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22300
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22302
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22486
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22489
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22491
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22650
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22711
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22894
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22977
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K22980
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23015
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23237
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23238
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23239
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23240
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23253
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23348
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23356
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23371
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23466
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23773
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23774
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23775
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23776
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23777
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23778
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23779
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K23988
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K24082
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K24699
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K24967
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K24969
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K02405
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K02600
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K02601
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03040
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03041
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03042
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03043
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03044
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03045
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03046
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03047
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03048
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03049
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03050
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03051
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03053
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03055
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03056
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03057
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03058
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03060
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03086
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03087
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03088
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03089
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03090
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03091
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03092
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03093
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03120
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03124
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03136
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03580
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03597
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03598
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03599
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03600
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03624
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03625
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03628
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03803
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K04749
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K04757
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K04760
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K05518
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K06204
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K07315
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K10843
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K10844
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K13797
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K13798
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K17752
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K17762
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K17763
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K19000
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K19707
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K23514
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K24072
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K24073
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K24104
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00554
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00555
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00556
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00557
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00566
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00773
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00784
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00791
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00962
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00974
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00989
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01008
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01082
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01147
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01166
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01167
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01169
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01170
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01409
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01737
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01866
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01867
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01868
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01869
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01870
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01872
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01873
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01874
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01875
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01876
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01878
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01879
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01880
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01881
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01883
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01884
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01885
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01886
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01887
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01889
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01890
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01892
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01893
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01894
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01975
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K02533
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03151
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03177
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03214
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03216
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03231
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03437
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03439
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03495
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03536
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03537
