sampleid	dataset	raw	filtered	perc_filtered
SRR5930506	Frankel_2017	55837313	42455443	23.9658201317818
SRR5930507	Frankel_2017	48525757	35587919	26.6617953018229
SRR5930508	Frankel_2017	44371081	31792189	28.3493025558697
SRR5930509	Frankel_2017	43249262	31781734	26.514968047316
SRR5930510	Frankel_2017	26938477	19389964	28.0213057330598
SRR5930511	Frankel_2017	34863415	14303338	58.973215905556
SRR5930512	Frankel_2017	27658163	19874746	28.1414821367565
SRR5930513	Frankel_2017	19851797	13077525	34.1242256305563
SRR5930514	Frankel_2017	30772313	23523227	23.5571697194163
SRR5930515	Frankel_2017	26293603	18755047	28.6706846528412
SRR5930516	Frankel_2017	45949708	34556710	24.7944948855823
SRR5930517	Frankel_2017	32005065	23576899	26.3338505952105
SRR5930518	Frankel_2017	50452873	37678398	25.3196185676086
SRR5930519	Frankel_2017	48086433	35601723	25.9630611403428
SRR5930520	Frankel_2017	42046273	31055922	26.1387043745827
SRR5930521	Frankel_2017	34035103	24929303	26.7541426273927
SRR5930522	Frankel_2017	29677309	12616857	57.4865194145466
SRR5930523	Frankel_2017	31201086	13877156	55.523484022319
SRR5930526	Frankel_2017	60853881	44299592	27.2033413941175
SRR5930527	Frankel_2017	50551417	40442185	19.9979201374316
SRR5930528	Frankel_2017	52671147	41748148	20.7381073360715
SRR5930529	Frankel_2017	49495019	36678937	25.8936803317522
SRR5930530	Frankel_2017	47490244	35142223	26.0011740516642
SRR5930531	Frankel_2017	43255420	31361472	27.4970119351517
SRR5930532	Frankel_2017	55625159	41539884	25.3217703161981
SRR5930533	Frankel_2017	36137026	15468038	57.1961511165861
SRR5930534	Frankel_2017	36363921	15456957	57.4937009680557
SRR5930536	Frankel_2017	53034485	39308730	25.8808113249332
SRR6000869	Matson_2019	78338892	34064995	56.5158580491539
SRR6000870	Matson_2019	30745596	14088979	54.1756191683518
SRR6000871	Matson_2019	26743107	12357116	53.7932671772207
SRR6000873	Matson_2019	20743094	11042487	46.7654777054956
SRR6000874	Matson_2019	31592474	13655674	56.7755472395103
SRR6000877	Matson_2019	70528967	30955724	56.1092054559654
SRR6000878	Matson_2019	35090967	15615627	55.4995819864411
SRR6000890	Matson_2019	19420853	8044481	58.5781273356016
SRR6000891	Matson_2019	23380079	11553324	50.5847520874502
SRR6000892	Matson_2019	51481586	23977038	53.4259919653602
SRR6000893	Matson_2019	20830733	9716297	53.3559524765643
SRR6000894	Matson_2019	36728222	17860535	51.3710873344209
SRR6000895	Matson_2019	48744996	20720773	57.491486921037
SRR6000896	Matson_2019	51563560	22326114	56.7017599250323
SRR6000899	Matson_2019	51573942	23155074	55.1031526734955
SRR6000900	Matson_2019	28210234	11813619	58.1229315573916
SRR6000901	Matson_2019	54206526	22425751	58.629056951556
SRR6000902	Matson_2019	29540457	13999296	52.6097514334325
SRR6000903	Matson_2019	23840902	11195218	53.0419696368871
SRR6000905	Matson_2019	73173776	31720958	56.6498276650367
SRR6000906	Matson_2019	39219508	21534614	45.0920852959196
SRR6000907	Matson_2019	34084830	14810556	56.5479540311628
SRR6000908	Matson_2019	27260285	12356556	54.6719485874781
SRR6000909	Matson_2019	43629321	18419500	57.7818320848954
SRR6000910	Matson_2019	35853899	15477696	56.8312054429562
SRR6000911	Matson_2019	32122005	13886637	56.7690839970917
SRR6000912	Matson_2019	39716327	16215900	59.1706957191686
SRR6000920	Matson_2019	65163248	31105162	52.2657894523612
SRR6000921	Matson_2019	32407863	15683883	51.6046985264039
SRR6000931	Matson_2019	51398833	22468129	56.2866942912887
SRR6000932	Matson_2019	20584684	10023618	51.3054560371196
SRR6000940	Matson_2019	38875408	19169925	50.6888133495602
SRR6000942	Matson_2019	21117658	9752769	53.8169952368771
SRR6000944	Matson_2019	73937183	33078255	55.2616780111842
SRR6000945	Matson_2019	24195770	10126808	58.1463702126446
SRR6000946	Matson_2019	23077843	12953789	43.8691518960416
SRR6000947	Matson_2019	46826306	21921592	53.1853057125625
SRR6000949	Matson_2019	66471810	28601512	56.971967515252
SRR8387659	Heshiki_2020	35001025	21903346	37.4208441038512
SRR8387676	Heshiki_2020	37103783	21021438	43.3442191056368
SRR8387677	Heshiki_2020	36838599	21086716	42.7591803911978
SRR8387679	Heshiki_2020	34505147	19495070	43.5009797234018
SRR8387681	Heshiki_2020	35221954	20855174	40.7892759158109
SRR8387683	Heshiki_2020	35484552	20524103	42.160456189499
SRR8387691	Heshiki_2020	33232222	18764507	43.5352020698465
SRR8387697	Heshiki_2020	35475105	21359641	39.7897737018678
SRR8387707	Heshiki_2020	36677311	21350632	41.7879026082365
SRR8387710	Heshiki_2020	35595427	20398858	42.6924756373902
SRR8387712	Heshiki_2020	36822851	22056388	40.1013571708502
